# Accelerometer Data File
# Started @Fri Feb 08 08:53:39 EET 2019
#
#
# sensor Vendor: MTK
# sensor Name: ACCELEROMETER
# sensor Resolution: 0.00390625m/sec^2; Max Range: 32.0; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: MEDIUM
-0.025 -0.003 0.25 11
-0.023 -0.003 0.225 10
-0.021 -0.003 0.202 10
-0.018 -0.002 0.182 10
-0.017 -0.002 0.164 9
-0.015 -0.002 0.147 10
-0.013 0.274 0.132 10
-0.012 0.246 0.395 10
-0.011 0.222 0.356 11
-0.01 0.199 0.32 10
-0.009 0.179 0.288 10
-0.008 0.161 0.535 9
-0.007 0.145 0.481 11
-0.006 -0.145 0.433 12
-0.005 -0.13 0.39 7
-0.005 -0.117 0.351 17
-0.28 -0.105 0.316 4
-0.114 -0.095 0.284 10
-0.103 -0.085 -0.157 10
-0.092 -0.077 -0.28 10
-0.083 -0.069 -0.252 10
0.2 0.213 -0.502 10
0.18 0.192 -0.451 10
0.162 0.173 -0.131 9
0.146 0.155 -0.118 15
0.131 -0.136 -0.106 7
0.118 -0.122 -0.095 8
0.52 -0.11 -0.086 12
0.468 -0.099 -0.352 8
0.421 -0.089 -0.455 11
0.379 -0.08 -0.409 10
0.341 -0.072 -0.368 10
0.031 -0.065 -0.331 9
0.027 -0.058 0.114 10
0.025 -0.052 0.379 10
0.022 -0.047 0.478 10
0.02 -0.042 0.431 11
0.018 -0.038 0.387 10
-0.258 -0.034 0.624 10
-0.095 -0.031 0.562 10
-0.085 -0.992 0.505 9
-0.352 -0.066 0.179 11
0.095 0.215 0.299 11
0.086 0.332 -0.005 8
0.077 0.299 -0.419 11
0.069 0.269 -0.791 9
0.062 0.517 -1.125 11
0.056 0.603 -1.151 10
0.05 0.543 -1.036 10
0.045 0.765 -0.932 10
0.041 0.688 -0.425 9
0.037 0.619 -0.106 11
0.033 0.281 0.317 9
0.03 -0.021 0.561 11
0.027 -0.157 0.505 10
0.024 -0.141 0.455 10
0.021 -0.127 0.409 10
-0.393 -0.528 0.368 10
-0.354 -0.475 0.331 10
-0.318 -0.428 0.022 10
-0.286 -0.385 -0.255 10
-0.258 -0.071 -0.643 10
-0.232 0.211 -0.441 9
-0.209 0.466 -0.397 12
-0.188 0.419 -0.357 8
-0.169 0.377 -0.322 11
-0.152 0.339 0.261 12
-0.137 0.03 0.097 7
-0.123 -0.11 0.088 11
-0.111 -0.375 0.079 10
-0.099 -0.338 0.071 10
-0.365 -0.304 0.064 10
-0.328 -0.273 0.057 10
-0.295 -0.246 0.052 12
-0.266 -0.221 0.046 7
-0.515 -0.199 0.042 11
-0.325 -0.179 0.037 10
-0.293 -0.161 0.034 18
-0.263 -0.145 0.03 2
-0.237 -0.13 0.027 9
-0.213 -0.117 0.301 11
-0.192 -0.106 0.408 10
-0.173 -0.095 0.367 10
-0.155 -0.085 0.331 12
-0.14 -0.077 0.021 8
0.149 -0.069 -0.118 10
0.134 -0.062 -0.106 10
0.12 -0.056 -0.095 10
0.108 -0.05 -0.086 10
0.097 -0.045 -0.077 10
0.088 -0.041 -0.069 11
0.354 -0.036 -0.062 8
0.456 -0.033 -0.056 10
0.411 0.246 -0.05 11
0.37 0.359 -0.045 10
0.333 0.323 -0.041 10
0.299 0.291 -0.037 10
0.269 0.262 -0.033 10
0.242 0.235 -0.03 9
0.218 0.212 -0.027 15
0.196 0.191 -0.024 6
0.177 -0.104 -0.021 10
-0.116 -0.231 0.256 10
-0.104 -0.208 0.368 10
-0.094 -0.187 0.331 10
-0.084 -0.444 0.298 10
0.199 -0.262 0.268 10
0.179 -0.235 0.241 12
0.161 -0.212 -0.196 7
0.145 0.084 -0.314 11
0.13 0.075 -0.282 9
0.117 0.068 -0.254 12
0.381 0.061 -0.229 9
0.481 0.331 -0.206 9
0.433 0.298 -0.185 11
0.39 0.268 -0.167 10
0.351 0.241 -0.15 10
0.316 0.217 0.278 11
0.008 0.195 0.388 9
0.007 0.176 0.349 9
0.006 0.158 0.314 11
0.005 0.142 0.283 10
0.005 0.128 -0.021 10
0.004 0.115 -0.294 11
0.004 0.104 -0.402 9
-0.271 0.093 -0.362 9
-0.244 0.084 -0.326 11
-0.219 0.075 -0.018 9
-0.197 0.068 0.121 11
-0.178 0.061 0.109 11
-0.435 -0.22 0.098 8
-0.254 -0.198 0.088 11
-0.228 -0.179 0.079 10
-0.206 -0.161 0.071 9
-0.185 -0.144 -0.21 10
-0.166 -0.13 -0.327 11
-0.15 -0.117 -0.294 10
-0.135 -0.105 -0.541 9
-0.121 -0.095 -0.625 11
-0.384 -0.085 -0.562 9
-0.484 -0.077 -0.092 11
-0.435 -0.069 0.054 9
-0.392 -0.062 0.049 11
-0.077 -0.056 0.458 10
0.067 -0.05 0.273 10
0.061 -0.045 0.246 9
0.055 -0.04 0.221 11
0.049 -0.036 0.199 9
0.044 -0.033 0.179 13
0.04 -0.029 0.161 8
0.036 -0.026 0.145 10
0.307 -0.024 0.13 10
0.277 -0.021 -0.157 10
0.249 -0.019 -0.279 10
0.224 -0.017 -0.665 9
0.202 -0.015 -0.598 11
0.181 -0.014 -0.539 10
0.163 0.401 -0.485 10
0.698 0.498 -0.436 9
0.629 0.448 -0.117 12
0.289 0.68 0.445 9
-0.014 0.612 0.815 10
-0.288 0.551 1.147 10
-0.259 0.219 1.446 9
-0.233 0.059 1.44 11
-0.21 0.053 1.296 12
-0.189 0.048 1.166 8
-0.17 0.043 1.049 11
-0.153 0.039 0.53 8
-0.413 0.035 0.34 11
-0.372 0.031 0.029 9
-0.334 -0.246 -0.248 11
-0.301 -0.222 -0.361 10
-0.271 -0.199 -0.325 10
-0.244 -0.179 -0.706 13
-0.219 -0.161 -0.636 6
-0.197 -0.145 -0.572 11
-0.177 -0.131 -0.239 12
-0.16 -0.532 0.06 7
-0.144 -0.478 -0.083 11
0.145 -0.43 -0.074 10
0.268 -0.387 -0.343 10
0.241 -0.073 -0.447 9
-0.057 -0.066 -0.402 11
-0.051 -0.059 -0.086 11
-0.046 -0.053 0.06 8
0.233 -0.323 0.054 11
0.21 -0.291 0.049 9
0.189 -0.262 0.044 10
0.17 0.039 -0.236 11
0.153 0.174 -0.35 10
0.137 0.156 -0.315 10
0.399 0.14 -0.284 14
0.359 0.126 -0.255 6
0.323 0.114 -0.23 10
0.291 0.102 -0.207 10
0.262 0.092 -0.186 10
0.235 0.083 -0.167 9
0.212 0.074 -0.15 11
-0.084 0.067 -0.135 10
-0.075 -0.215 0.291 9
-0.068 -0.194 0.4 13
-0.061 -0.174 0.36 7
-0.055 -0.157 0.324 11
-0.049 -0.141 0.291 9
-0.044 0.148 -0.013 11
-0.04 0.134 -0.15 12
-0.036 0.12 -0.135 8
0.242 0.108 -0.121 10
0.218 0.097 -0.523 10
0.196 0.087 -0.608 10
0.453 0.079 -0.547 10
0.269 0.071 -0.493 10
0.242 0.064 -0.167 12
-0.057 0.057 -0.013 7
-0.051 0.051 -0.011 11
-0.046 0.046 -0.01 9
-0.041 0.042 -0.009 11
-0.037 0.037 -0.008 10
-0.033 0.034 -0.007 10
-0.03 0.03 -0.006 10
-0.44 0.027 -0.006 13
-0.396 0.024 0.269 7
-0.356 0.022 0.105 9
-0.321 0.02 0.094 11
-0.289 0.018 -0.19 10
-0.26 0.016 -0.171 10
-0.234 0.014 -0.154 10
-0.486 0.013 -0.138 10
-0.575 0.011 -0.124 10
-0.517 -0.265 0.3 12
-0.465 -0.376 0.546 8
-0.143 -0.339 0.629 10
0.008 -0.305 0.566 9
-0.268 -0.274 0.234 11
-0.241 -0.247 0.072 10
-0.217 -0.222 0.065 10
-0.195 -0.2 0.058 11
-0.175 -0.18 0.053 8
0.117 -0.162 0.047 11
0.105 -0.145 -0.232 10
0.094 -0.131 -0.209 9
0.085 -0.118 0.087 11
0.076 -0.106 0.078 10
0.069 -0.095 0.07 10
0.062 -0.086 0.339 14
0.056 -0.077 0.305 6
0.05 -0.069 0.275 9
0.045 -0.062 -0.028 11
0.04 0.218 -0.301 16
0.036 0.196 -0.27 4
0.308 0.177 -0.243 10
0.277 0.159 -0.219 10
0.249 0.143 -0.197 10
0.224 0.129 0.097 10
0.202 0.116 0.087 10
0.182 0.104 0.079 10
0.163 0.094 0.071 9
0.147 0.084 -0.487 11
0.132 0.076 -0.576 10
0.119 0.068 -0.518 10
0.107 0.338 -0.467 10
0.096 0.441 -0.695 9
0.087 0.397 -0.626 11
0.078 0.358 -0.288 10
0.07 0.598 0.016 9
-0.211 0.538 0.29 11
-0.19 0.484 0.537 10
-0.171 0.436 0.759 10
-0.429 0.392 0.958 10
-0.524 0.077 0.863 10
-0.472 -0.068 0.776 11
-0.701 -0.061 0.975 8
-0.631 -0.055 0.877 11
-0.567 -0.049 0.79 10
-0.511 -0.044 0.711 10
-0.46 -0.04 0.915 9
-0.414 -0.312 0.823 11
-0.372 -0.419 0.741 10
-0.335 -0.377 0.667 9
-0.301 -0.339 0.6 11
-0.271 -0.305 0.54 9
-0.244 -0.274 0.486 11
-0.22 -0.247 0.162 10
-0.198 -0.222 0.008 10
-0.178 -0.2 -0.406 10
0.115 -0.18 -0.503 9
0.241 -0.162 -0.453 11
0.217 -0.146 -0.821 9
0.196 -0.131 -0.877 11
0.176 -0.118 -1.065 10
0.158 -0.106 -0.959 10
0.142 -0.095 -0.863 10
0.128 -0.086 -1.052 9
0.115 -0.077 -0.947 11
0.379 -0.069 -0.852 11
0.341 -0.062 -0.767 8
0.307 0.219 -0.69 11
0.276 0.335 -0.346 10
0.249 0.301 -0.172 10
0.224 -0.004 0.119 10
-0.073 -0.141 0.245 10
-0.066 -0.127 0.497 10
-0.059 -0.114 0.447 9
-0.053 -0.378 0.402 11
-0.048 -0.203 0.086 10
-0.043 -0.182 0.077 10
-0.039 -0.164 -0.343 10
-0.311 -0.148 -0.308 10
-0.418 -0.133 -0.278 10
-0.376 -0.12 -0.25 9
-0.338 -0.108 0.05 11
-0.304 -0.097 0.182 10
-0.274 -0.087 0.164 10
0.029 -0.078 0.424 14
0.026 -0.07 0.381 6
0.299 0.211 0.343 10
0.269 0.19 0.309 11
0.242 -0.103 0.278 13
0.218 -0.093 0.25 7
0.196 -0.084 0.225 9
0.176 -0.075 0.203 12
0.159 -0.068 0.182 8
0.143 -0.061 -0.111 10
0.128 -0.055 -0.1 10
0.115 -0.049 -0.366 10
0.104 -0.044 -0.329 9
0.093 -0.04 -0.296 12
0.084 0.239 -0.266 9
0.351 0.353 -0.24 10
0.178 0.318 -0.216 10
0.16 0.286 0.494 17
0.144 0.257 0.445 3
0.13 0.232 0.4 10
0.117 0.484 0.636 9
-0.169 0.435 0.711 11
-0.152 0.392 0.64 10
-0.137 0.353 0.576 9
-0.123 0.317 0.518 11
-0.111 0.285 0.466 10
-0.1 0.257 0.419 10
-0.366 -0.182 0.377 11
-0.467 -0.301 0.34 9
-0.42 -0.271 0.029 10
-0.378 -0.244 -0.11 9
-0.34 -0.495 -0.375 11
-0.306 -0.583 -0.337 10
-0.276 -0.525 -0.303 9
-0.248 -0.472 -0.549 18
-0.223 -0.425 -0.494 3
-0.201 -0.382 -0.445 10
-0.181 -0.344 -0.4 10
-0.163 -0.31 -0.36 10
0.129 -0.279 -0.324 10
0.116 0.024 -0.567 18
0.104 0.021 -0.51 10
0.094 0.019 -0.459 1
0.084 0.017 -0.413 11
0.076 0.015 -0.372 9
0.068 0.014 -0.335 11
0.337 0.012 -0.301 11
0.441 0.286 -0.271 8
0.397 0.258 -0.244 11
0.357 0.232 -0.219 11
0.046 0.209 -0.474 18
-0.096 -0.087 -0.426 11
-0.086 -0.078 -0.659 10
-0.077 -0.07 -0.732 9
-0.069 -0.063 -0.658 11
-0.062 -0.057 -0.593 10
-0.056 -0.051 -0.533 10
-0.051 -0.046 -0.48 10
-0.045 -0.041 0.119 10
-0.041 -0.037 0.246 10
-0.037 -0.033 0.221 10
-0.033 -0.03 0.199 9
-0.03 -0.027 0.179 1
-0.027 -0.024 0.161 10
-0.024 -0.022 0.145 10
-0.021 -0.019 0.13 14
-0.019 -0.017 0.117 6
-0.017 0.259 0.105 10
0.259 0.233 0.37 10
0.233 0.209 0.609 11
0.21 0.188 0.686 9
-0.086 0.17 0.617 9
-0.077 0.153 0.556 11
-0.069 0.414 0.5 10
-0.062 0.372 0.45 9
0.218 0.335 0.405 11
0.059 0.577 0.364 10
0.053 0.658 0.603 10
-0.228 0.592 0.957 13
-0.205 0.533 0.861 7
-0.184 0.479 1.189 9
0.109 0.155 1.208 11
0.098 0.139 1.087 10
0.088 0.125 0.702 10
-0.196 0.113 0.632 10
-0.176 -0.173 0.568 10
-0.158 -0.294 0.236 9
-0.143 -0.265 -0.063 13
-0.128 -0.238 -0.332 8
-0.115 -0.214 -0.299 10
-0.104 -0.193 -0.269 9
-0.093 -0.173 -0.517 11
-0.359 -0.156 -0.19 12
-0.323 -0.554 -0.033 7
-0.567 -0.636 0.245 17
-0.511 -0.572 0.221 5
-0.459 -0.515 0.199 9
-0.413 -0.463 0.179 11
-0.372 -0.417 -0.114 9
-0.61 -0.375 -0.378 11
-0.549 -0.338 -0.478 8
-0.219 -0.304 -0.43 11
-0.058 -0.273 -0.664 9
0.222 -0.246 -0.597 10
0.476 0.053 -0.537 11
0.566 0.048 -0.484 9
0.509 0.043 -0.435 11
0.458 0.039 -0.392 9
0.413 0.035 -0.352 11
0.371 0.031 -0.041 10
0.334 0.028 -0.037 10
0.714 0.025 -0.033 10
0.918 0.023 -0.03 10
0.826 0.296 -0.027 10
0.743 0.405 -0.3 12
0.669 0.364 -0.408 8
0.602 0.328 -0.367 11
0.266 0.295 -0.33 8
0.24 0.265 -0.297 11
0.216 0.239 -0.267 10
-0.08 0.215 -0.241 10
-0.072 0.193 -0.216 10
-0.34 -0.101 -0.195 10
-0.306 -0.091 -0.175 10
-0.276 -0.082 -0.158 10
-0.248 -0.074 -0.142 10
-0.223 -0.342 -0.128 10
-0.201 -0.308 -0.115 10
-0.457 -0.277 -0.103 10
-0.411 -0.249 -0.093 10
-0.37 -0.224 -0.36 10
-0.333 -0.478 -0.462 9
-0.3 -0.291 -0.415 11
-0.27 -0.262 -0.374 10
0.17 0.038 -0.336 18
0.153 0.035 -0.303 10
0.138 0.031 -0.272 2
0.124 0.028 -0.245 10
0.112 0.025 0.055 9
0.1 0.022 0.187 11
0.09 0.02 0.582 10
0.081 0.018 0.799 9
0.073 0.016 0.857 11
0.066 0.015 0.771 10
0.059 0.013 0.694 10
0.053 0.012 0.212 10
0.048 0.01 -0.085 10
0.043 0.009 -0.214 10
0.039 0.008 -0.193 10
0.035 0.008 -0.173 10
0.031 0.007 -0.156 10
0.028 0.006 -0.14 10
0.025 0.005 -0.126 10
0.023 0.005 0.161 10
0.02 0.004 0.421 10
0.018 0.004 0.654 9
0.016 0.003 0.726 11
0.015 0.278 0.654 13
0.013 0.25 0.865 6
0.012 0.225 0.778 11
0.011 0.203 0.7 10
0.009 0.182 0.63 10
0.008 0.164 0.291 9
0.008 -0.127 0.124 11
0.007 -0.114 0.112 10
0.006 -0.103 0.1 9
0.005 -0.092 0.09 11
0.005 -0.083 -0.193 10
0.004 -0.075 -0.174 10
0.279 -0.067 -0.156 10
0.251 -0.06 -0.417 10
0.226 -0.054 -0.375 10
0.203 -0.049 -0.338 9
0.183 -0.044 -0.304 10
0.165 -0.039 0.002 10
0.148 -0.035 0.139 11
0.133 -0.032 0.125 10
0.12 -0.304 0.113 10
0.108 -0.274 0.101 10
0.097 -0.246 -0.322 9
0.087 -0.221 -0.427 11
0.078 0.075 -0.384 11
0.071 0.068 -0.346 8
0.339 0.061 -0.311 16
0.167 0.055 -0.004 8
0.15 0.049 0.133 16
0.135 0.044 0.12 1
0.122 0.04 0.108 10
0.11 -0.239 0.097 10
0.099 -0.215 0.087 10
0.089 -0.193 -0.197 11
0.08 -0.174 -0.315 9
0.072 -0.156 -0.283 9
0.064 -0.141 -0.53 11
0.058 -0.127 -0.477 9
0.052 -0.114 -0.706 10
0.322 0.172 -0.635 11
0.29 0.292 -0.572 9
0.261 0.263 -0.514 13
0.235 -0.038 -0.187 8
-0.201 -0.172 0.383 16
-0.181 -0.154 0.482 4
-0.163 -0.139 0.434 10
-0.146 -0.125 0.391 9
-0.132 -0.112 0.351 11
-0.118 -0.101 0.316 11
0.168 -0.091 0.008 8
0.151 -0.082 -0.129 10
0.136 0.201 -0.116 10
0.122 0.181 -0.105 10
-0.164 0.163 -0.094 19
-0.148 0.146 -0.085 2
-0.133 -0.143 -0.076 10
-0.12 -0.267 -0.068 9
-0.108 -0.24 -0.062 11
0.178 -0.216 -0.055 10
0.16 0.081 -0.325 10
0.144 0.073 -0.155 10
-0.283 0.065 -0.139 9
-0.254 -0.217 -0.125 10
0.045 -0.195 -0.113 11
0.179 -0.175 0.173 10
0.161 0.255 -0.119 10
0.145 0.23 -0.107 9
0.13 0.482 -0.096 11
0.117 0.434 -0.086 9
0.105 0.39 -0.078 11
0.37 0.351 -0.07 10
0.195 0.316 0.211 10
0.176 0.561 0.19 18
-0.254 0.505 0.448 6
-0.504 0.454 0.54 9
-0.454 0.409 0.486 7
-0.408 0.368 0.989 18
-0.367 0.055 1.028 5
-0.607 0.049 0.925 7
-0.546 0.044 0.557 13
-0.491 0.04 0.363 7
-0.442 0.036 0.051 10
-0.398 0.032 -0.228 11
-0.358 0.029 -0.206 9
-0.322 0.026 -0.185 10
-0.29 0.023 -0.166 9
-0.261 -0.254 -0.15 11
-0.51 -0.366 -0.135 10
-0.459 -0.329 -0.121 10
-0.413 -0.296 -0.109 11
-0.096 -0.267 -0.098 15
0.189 -0.24 -0.088 4
0.307 -0.216 -0.079 10
0.277 -0.194 -0.071 10
0.524 0.1 -0.064 10
0.472 0.09 -0.334 10
0.425 0.081 -0.301 11
0.107 -0.202 -0.27 8
0.096 -0.319 -0.519 11
0.086 -0.287 -0.467 11
0.078 -0.259 -0.42 8
0.07 -0.233 -0.378 11
0.063 -0.209 -0.34 10
0.056 -0.188 -0.306 10
0.051 -0.169 -0.275 10
0.046 -0.152 -0.248 10
0.041 -0.137 0.051 10
0.037 -0.123 0.184 9
0.033 -0.111 0.165 11
0.03 -0.1 0.149 9
0.027 -0.09 0.41 11
0.024 -0.081 0.369 10
0.022 -0.073 0.332 9
0.432 -0.065 0.299 12
0.527 0.216 -0.144 9
0.474 0.194 -0.267 9
0.427 0.175 -0.517 10
0.384 0.157 -0.465 11
0.346 0.141 -0.419 10
0.586 -0.147 -0.377 10
0.528 0.004 -0.063 10
0.475 0.004 -0.194 9
0.427 0.003 -0.175 11
-0.028 0.003 -0.157 10
-0.162 -0.273 0.133 9
-0.146 -0.245 0.396 11
-0.132 -0.221 0.494 10
-0.118 0.077 0.445 10
-0.106 0.069 0.4 10
0.179 0.062 0.36 10
0.161 0.056 0.324 10
0.145 0.05 0.292 9
0.13 0.045 0.538 17
0.117 0.04 0.484 4
0.105 0.036 0.435 10
0.095 0.033 0.392 10
0.085 -0.246 -0.059 10
0.077 -0.221 -0.192 10
0.069 -0.199 -0.173 10
0.062 0.096 -0.431 10
0.056 0.224 -0.525 11
0.05 0.202 -0.473 9
0.045 0.182 -0.426 10
-0.234 0.163 0.029 9
-0.073 0.147 0.165 11
-0.065 0.132 0.148 9
-0.472 0.119 0.409 10
-0.562 -0.167 0.506 11
-0.506 -0.151 0.455 9
-0.455 -0.136 0.409 11
-0.41 -0.122 0.368 9
-0.369 -0.386 0.332 11
-0.332 -0.21 0.023 9
-0.023 -0.189 -0.255 11
-0.021 -0.17 -0.367 11
-0.019 -0.153 -0.33 14
-0.017 -0.137 -0.711 5
-0.015 -0.124 -0.778 9
0.261 -0.111 -0.7 16
0.235 -0.1 -0.63 5
0.211 -0.09 -0.29 10
0.465 -0.081 -0.124 10
0.281 -0.073 -0.111 10
0.253 -0.065 0.174 9
0.228 -0.059 0.295 11
0.205 -0.053 0.266 9
0.184 0.228 0.239 11
0.166 0.343 0.215 9
0.149 0.308 0.194 11
0.134 0.277 0.174 10
0.121 0.525 0.157 9
0.109 0.472 0.141 11
0.098 0.425 0.127 10
0.088 0.383 0.39 10
0.079 0.344 0.626 10
0.071 0.31 0.702 10
0.064 0.279 0.632 10
0.057 0.251 0.568 10
-0.223 0.226 0.512 10
-0.2 0.203 0.46 10
-0.18 0.183 0.0 10
-0.162 0.164 -0.137 9
-0.146 0.148 -0.123 11
-0.544 0.133 -0.387 12
-0.628 0.12 -0.209 7
-0.565 0.108 -0.188 17
-0.508 0.097 0.105 4
-0.457 -0.187 0.094 10
-0.688 -0.306 0.085 10
-0.757 -0.276 0.076 10
-0.681 -0.524 0.069 10
-0.613 -0.472 0.062 9
-0.552 -0.425 -0.219 11
-0.496 -0.382 -0.336 10
-0.447 -0.344 -0.302 10
-0.127 -0.309 -0.547 10
0.024 -0.278 -0.63 10
0.021 -0.25 -0.567 10
0.019 -0.225 -0.51 10
0.43 -0.203 -0.459 18
0.387 -0.182 -0.413 2
0.348 -0.164 -0.372 10
0.314 -0.148 -0.059 10
0.282 -0.133 -0.053 10
0.254 -0.12 -0.048 10
0.504 -0.108 -0.043 13
0.591 -0.097 -0.039 7
0.532 -0.087 -0.035 10
0.479 -0.078 -0.031 9
0.431 -0.07 -0.303 11
0.388 -0.063 -0.273 9
0.349 -0.057 -0.246 11
0.314 -0.051 -0.221 9
0.282 -0.046 -0.199 11
0.254 -0.041 -0.179 10
0.229 -0.037 -0.161 9
0.206 0.242 -0.145 11
0.185 0.08 0.144 9
0.167 0.072 0.406 11
0.15 0.065 0.503 10
0.135 0.058 0.453 10
0.121 0.052 0.407 10
0.109 0.047 0.367 10
0.098 0.042 0.33 10
0.088 0.038 0.297 10
0.079 0.034 0.267 10
0.071 0.031 0.24 10
0.064 0.028 -0.059 10
0.058 0.025 -0.053 10
0.052 0.022 -0.323 10
0.047 0.02 -0.153 9
0.042 0.018 -0.138 11
0.038 -0.259 -0.124 9
0.034 -0.233 -0.111 11
0.03 -0.21 -0.1 10
0.027 -0.189 -0.09 9
-0.25 -0.17 -0.081 11
-0.087 -0.153 -0.073 10
-0.354 -0.138 -0.066 10
-0.318 -0.124 0.216 9
-0.286 -0.111 0.332 12
-0.258 -0.1 0.299 9
-0.232 0.185 0.544 9
-0.209 0.304 0.352 11
-0.188 0.274 0.317 10
-0.169 0.246 0.285 10
-0.152 0.222 0.532 10
-0.137 0.2 0.617 10
-0.123 0.18 0.556 10
-0.111 0.162 0.5 9
-0.1 0.145 0.45 11
-0.09 0.131 0.405 9
0.194 0.118 0.088 11
0.174 0.381 -0.057 10
0.157 0.343 -0.052 10
0.141 0.309 -0.46 10
0.127 0.278 -0.552 9
0.114 0.25 -0.497 11
0.103 0.225 -0.447 10
-0.182 0.202 -0.402 10
-0.164 0.182 -0.086 10
-0.147 0.164 -0.216 9
-0.132 0.147 -0.194 11
-0.119 0.409 -0.45 13
-0.107 0.368 -0.405 7
-0.096 0.331 -0.364 10
-0.087 0.022 -0.328 9
-0.078 -0.117 -0.02 11
-0.07 -0.105 0.12 9
-0.063 -0.095 0.108 10
-0.332 -0.361 0.097 11
-0.299 -0.325 0.087 10
-0.269 -0.292 0.079 10
-0.242 -0.263 0.071 9
-0.218 -0.237 0.064 11
-0.196 -0.213 -0.218 9
0.098 -0.191 -0.334 11
0.088 -0.172 -0.301 10
0.079 -0.155 -0.27 10
0.071 -0.139 -0.243 10
0.064 -0.125 -0.219 10
0.058 -0.113 -0.197 10
0.052 -0.102 0.097 10
0.047 -0.091 0.087 9
0.317 -0.082 0.079 11
0.286 -0.074 0.071 10
0.257 -0.066 0.064 10
0.231 -0.06 0.057 9
0.208 -0.054 0.051 11
0.187 -0.048 0.046 11
0.168 -0.043 0.042 8
0.152 -0.039 0.037 11
0.136 -0.035 0.034 9
0.123 -0.032 0.03 11
0.11 -0.028 0.027 10
0.099 -0.025 0.438 10
0.089 -0.023 0.394 10
0.08 -0.021 0.355 10
0.072 -0.018 0.319 10
0.065 -0.017 0.287 9
0.058 0.26 0.259 11
0.328 0.234 -0.042 11
0.295 0.21 -0.037 8
0.266 0.189 -0.034 11
-0.311 0.17 -0.03 10
-0.417 -0.121 -0.027 9
-0.651 -0.248 -0.024 11
-0.586 -0.223 -0.022 9
-0.527 -0.476 0.255 11
-0.474 -0.291 0.367 10
-0.427 -0.262 0.33 10
-0.384 -0.235 0.022 10
-0.346 -0.212 -0.256 10
-0.311 -0.191 -0.506 11
-0.005 -0.171 -0.593 8
0.133 0.121 -0.533 11
0.119 0.109 -0.48 10
0.107 0.098 -0.432 9
0.097 0.088 0.023 11
0.087 0.079 0.16 9
0.354 0.071 0.144 11
0.318 0.064 0.129 10
0.286 0.058 0.116 10
0.258 0.052 -0.171 9
0.232 0.047 -0.291 11
0.209 0.317 -0.262 10
0.188 0.286 -0.236 9
0.169 0.257 -0.212 11
0.152 0.231 -0.191 9
0.137 0.208 0.103 10
0.123 0.187 0.092 11
0.111 0.168 0.083 9
0.099 0.151 0.075 11
0.089 0.136 0.067 10
0.08 0.123 0.06 10
0.072 0.11 0.054 12
-0.209 0.099 0.049 7
-0.188 0.089 0.044 11
-0.169 0.08 0.039 9
-0.152 0.072 0.035 11
-0.137 0.065 0.032 10
-0.123 0.058 0.029 10
-0.111 0.052 0.026 12
-0.1 0.047 0.023 7
-0.09 0.042 0.021 11
-0.081 0.038 0.295 9
-0.073 0.034 0.128 11
-0.065 0.031 0.115 10
-0.059 0.028 0.103 10
-0.053 0.025 0.093 10
-0.047 0.022 0.084 9
0.232 0.02 0.075 11
0.208 0.018 0.068 10
0.188 0.016 0.061 18
0.169 0.014 0.055 2
0.152 0.013 0.049 10
-0.138 0.012 0.044 10
-0.124 0.01 0.04 10
-0.112 0.009 0.036 10
-0.1 -0.266 0.032 12
-0.09 -0.239 0.029 8
-0.081 -0.215 0.026 16
-0.073 -0.194 0.023 4
-0.066 -0.174 0.021 10
-0.059 -0.157 -0.257 10
-0.053 -0.141 -0.231 10
-0.323 -0.127 -0.208 10
-0.291 -0.114 -0.187 9
-0.262 -0.103 -0.168 11
0.177 -0.092 -0.151 10
0.159 -0.083 -0.136 10
0.143 -0.075 -0.122 10
0.129 0.207 -0.11 9
0.116 0.186 0.176 11
0.104 0.168 0.296 10
0.094 0.151 0.542 10
0.084 0.136 0.625 10
0.076 0.122 0.563 10
0.068 0.11 0.506 10
0.061 0.099 0.18 10
0.055 0.089 0.025 10
0.05 0.08 0.022 10
0.045 0.072 -0.255 10
0.04 0.065 -0.23 10
0.036 0.058 -0.207 9
0.032 0.052 -0.186 11
0.304 0.047 -0.167 10
0.274 0.042 -0.151 10
0.247 0.038 -0.136 10
0.222 0.034 -0.122 9
-0.075 0.031 0.166 11
-0.067 0.028 0.149 9
-0.061 0.025 0.134 11
-0.054 0.022 0.121 9
-0.049 0.02 0.108 11
-0.044 0.018 0.373 10
-0.04 0.016 0.336 10
-0.036 0.014 0.302 10
-0.032 0.013 0.272 10
-0.029 0.012 0.245 9
-0.026 0.01 -0.054 13
-0.023 0.009 -0.187 7
-0.021 0.008 -0.168 11
-0.019 0.007 -0.151 10
-0.017 0.007 -0.136 10
-0.015 0.006 -0.122 10
-0.013 0.005 0.164 10
-0.012 0.005 0.148 11
-0.011 -0.27 0.408 8
-0.01 -0.243 0.368 11
